"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"PRAMEF2",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"AA792892",0,0.02426,0,0,1,0,0.00808666666666667,0.991978202932288
"PRAMEF2",0,0,0,0,0,0,0,"Pramel7",0,0.089614,0,0,1,0,0.0298713333333333,0.970995082233573
"PRAMEF2",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel29",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel12",14.543003,8.053895,7.503168,136,475,283,10.0333553333333,0.0906342603667316
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel5",0,0.421302,0,0,2,0,0.140434,0.8868927677241
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel22",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel36",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel35",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel39",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel50",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel15",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel26",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel18",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel4",0.069132,0.055372,0,1,3,0,0.0415013333333333,0.971139099197825
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel24",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel30",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm12789",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel29",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel7",0,0.089614,0,0,1,0,0.0298713333333333,0.982105855294545
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel27",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm13102",0,1e-06,0,0,0,0,3.33333333333333e-07,1.01144232951922
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel40",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Oog4",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"C130073F10Rik",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm3183",0.048675,0,0.022574,0,0,0,0.0237496666666667,0.987978506464308
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel28",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel21",0,0,0.029351,0,0,1,0.00978366666666667,1.00164292615811
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel34",0,0.09576,0.338402,0,1,2,0.144720666666667,0.883571596214739
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Oog2",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Oog3",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel44",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm2042",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm13043",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm6351",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"AA792892",0,0.02426,0,0,1,0,0.00808666666666667,1.00332907884904
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel38",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel6",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel14",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel16",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel20",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel23",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel33",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel47",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel32",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel43",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel12",14.543003,8.053895,7.503168,136,475,283,10.0333553333333,0.091671357996688
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel1",0,0.029029,0.02562,0,2,1,0.0182163333333333,0.993347517177915
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel11",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel31",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Oog1",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm3286",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel51",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm12790",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm13040",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel17",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel19",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel13",0,0,0.058559,0,0,2,0.0195196666666667,0.992077641791445
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel25",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm16513",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm7982",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm6367",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel48",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Gm13057",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel42",0.083073,0,0.039138,1,0,1,0.040737,0.971852318757445
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel46",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF20",0.034328,0,0,0.0114426666666667,1,0,0,"Pramel37",0,0,0,0,0,0,0,1.01144266666667
"PRAMEF25",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"C130073F10Rik",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm12789",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel34",0,0.09576,0.338402,0,1,2,0.144720666666667,0.873575562247791
"PRAMEF25",0,0,0,0,0,0,0,"Gm13102",0,1e-06,0,0,0,0,3.33333333333333e-07,0.999999666666778
"PRAMEF25",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel4",0.069132,0.055372,0,1,3,0,0.0415013333333333,0.960152395388196
"PRAMEF25",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel12",14.543003,8.053895,7.503168,136,475,283,10.0333553333333,0.0906342603667316
"PRAMEF25",0,0,0,0,0,0,0,"Pramel6",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel7",0,0.089614,0,0,1,0,0.0298713333333333,0.970995082233573
"PRAMEF25",0,0,0,0,0,0,0,"Pramel42",0.083073,0,0.039138,1,0,1,0.040737,0.960857546142782
"PRAMEF25",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel13",0,0,0.058559,0,0,2,0.0195196666666667,0.980854055782478
"PRAMEF25",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel21",0,0,0.029351,0,0,1,0.00978366666666667,0.99031112604647
"PRAMEF25",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel5",0,0.421302,0,0,2,0,0.140434,0.876859160635337
"PRAMEF25",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel1",0,0.029029,0.02562,0,2,1,0.0182163333333333,0.982109564797789
"PRAMEF25",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel29",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm3183",0.048675,0,0.022574,0,0,0,0.0237496666666667,0.976801294847796
"PRAMEF25",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF25",0,0,0,0,0,0,0,"AA792892",0,0.02426,0,0,1,0,0.00808666666666667,0.991978202932288
"PRAMEF25",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel6",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel42",0.083073,0,0.039138,1,0,1,0.040737,0.960857546142782
"PRAMEF26",0,0,0,0,0,0,0,"Gm13102",0,1e-06,0,0,0,0,3.33333333333333e-07,0.999999666666778
"PRAMEF26",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"C130073F10Rik",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm12789",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel13",0,0,0.058559,0,0,2,0.0195196666666667,0.980854055782478
"PRAMEF26",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm3183",0.048675,0,0.022574,0,0,0,0.0237496666666667,0.976801294847796
"PRAMEF26",0,0,0,0,0,0,0,"Pramel29",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel21",0,0,0.029351,0,0,1,0.00978366666666667,0.99031112604647
"PRAMEF26",0,0,0,0,0,0,0,"Pramel34",0,0.09576,0.338402,0,1,2,0.144720666666667,0.873575562247791
"PRAMEF26",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel1",0,0.029029,0.02562,0,2,1,0.0182163333333333,0.982109564797789
"PRAMEF26",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"AA792892",0,0.02426,0,0,1,0,0.00808666666666667,0.991978202932288
"PRAMEF26",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel7",0,0.089614,0,0,1,0,0.0298713333333333,0.970995082233573
"PRAMEF26",0,0,0,0,0,0,0,"Pramel5",0,0.421302,0,0,2,0,0.140434,0.876859160635337
"PRAMEF26",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel12",14.543003,8.053895,7.503168,136,475,283,10.0333553333333,0.0906342603667316
"PRAMEF26",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF26",0,0,0,0,0,0,0,"Pramel4",0.069132,0.055372,0,1,3,0,0.0415013333333333,0.960152395388196
"PRAMEF27",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"AA792892",0,0.02426,0,0,1,0,0.00808666666666667,0.991978202932288
"PRAMEF27",0,0,0,0,0,0,0,"Gm3183",0.048675,0,0.022574,0,0,0,0.0237496666666667,0.976801294847796
"PRAMEF27",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm12789",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"C130073F10Rik",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel42",0.083073,0,0.039138,1,0,1,0.040737,0.960857546142782
"PRAMEF27",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel12",14.543003,8.053895,7.503168,136,475,283,10.0333553333333,0.0906342603667316
"PRAMEF27",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel5",0,0.421302,0,0,2,0,0.140434,0.876859160635337
"PRAMEF27",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel4",0.069132,0.055372,0,1,3,0,0.0415013333333333,0.960152395388196
"PRAMEF27",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel21",0,0,0.029351,0,0,1,0.00978366666666667,0.99031112604647
"PRAMEF27",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel29",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel1",0,0.029029,0.02562,0,2,1,0.0182163333333333,0.982109564797789
"PRAMEF27",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm13102",0,1e-06,0,0,0,0,3.33333333333333e-07,0.999999666666778
"PRAMEF27",0,0,0,0,0,0,0,"Pramel34",0,0.09576,0.338402,0,1,2,0.144720666666667,0.873575562247791
"PRAMEF27",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF27",0,0,0,0,0,0,0,"Pramel13",0,0,0.058559,0,0,2,0.0195196666666667,0.980854055782478
